State,Condition,Measure ID,Measure Name,Score,Footnote,Start Date,End Date
LA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,172.00 ,26,10/01/2021,09/30/2022
LA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,172.00 ,"25, 26",01/01/2021,12/31/2021
LA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,172.00 ,25,10/01/2021,09/30/2022
LA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,172.00 ,"25, 26",01/01/2021,12/31/2021
LA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,172.00 ,,01/01/2021,12/31/2021
LA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,172.00 ,26,10/01/2021,09/30/2022
LA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,171.00 ,"25, 26",10/01/2021,09/30/2022
LA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,171.00 ,"25, 26",10/01/2021,09/30/2022
LA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,171.00 ,"25, 26",10/01/2021,09/30/2022
LA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,171.00 ,"25, 26",10/01/2021,09/30/2022
LA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,170.00 ,"25, 26",10/01/2021,09/30/2022
MA,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,170.00 ,,07/01/2022,09/30/2022
MA,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,169.00 ,,10/01/2021,03/31/2022
MA,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,169.00 ,"25, 26",10/01/2021,09/30/2022
MA,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.00 ,"25, 26",10/01/2021,09/30/2022
MA,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),167.00 ,"25, 26",10/01/2021,09/30/2022
MA,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),167.00 ,"25, 26",10/01/2021,09/30/2022
MA,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),167.00 ,"25, 26",10/01/2021,09/30/2022
MA,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,167.00 ,25,10/01/2021,09/30/2022
MA,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),166.00 ,25,10/01/2021,09/30/2022
MA,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),166.00 ,25,10/01/2021,09/30/2022
MA,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),166.00 ,25,10/01/2021,09/30/2022
MA,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),165.00 ,25,10/01/2021,09/30/2022
MA,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,165.00 ,26,10/01/2021,09/30/2022
MA,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,165.00 ,"25, 26",01/01/2021,12/31/2021
MA,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,164.00 ,25,10/01/2021,09/30/2022
MA,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,164.00 ,"25, 26",01/01/2021,12/31/2021
MA,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,164.00 ,5,01/01/2021,12/31/2021
MA,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,164.00 ,26,10/01/2021,09/30/2022
MA,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,164.00 ,"25, 26",10/01/2021,09/30/2022
MA,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,163.00 ,"25, 26",10/01/2021,09/30/2022
MA,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,163.00 ,"25, 26",10/01/2021,09/30/2022
MA,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,163.00 ,"25, 26",10/01/2021,09/30/2022
MA,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,163.00 ,"25, 26",10/01/2021,09/30/2022
MD,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,163.00 ,,07/01/2022,09/30/2022
MD,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,162.00 ,,10/01/2021,03/31/2022
MD,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,162.00 ,"25, 26",10/01/2021,09/30/2022
MD,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),161.00 ,"25, 26",10/01/2021,09/30/2022
MD,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),161.00 ,"25, 26",10/01/2021,09/30/2022
MD,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),160.00 ,"25, 26",10/01/2021,09/30/2022
MD,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),160.00 ,"25, 26",10/01/2021,09/30/2022
MD,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,160.00 ,25,10/01/2021,09/30/2022
MD,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),159.00 ,25,10/01/2021,09/30/2022
MD,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),159.00 ,25,10/01/2021,09/30/2022
MD,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),159.00 ,25,10/01/2021,09/30/2022
MD,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),159.00 ,25,10/01/2021,09/30/2022
MD,Heart Attack or Chest Pain,OP_2,Outpatients with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival Higher percentages are better,158.00 ,26,10/01/2021,09/30/2022
MD,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,158.00 ,"25, 26",01/01/2021,12/31/2021
MD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,158.00 ,25,10/01/2021,09/30/2022
MD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,157.00 ,"25, 26",01/01/2021,12/31/2021
MD,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,157.00 ,,01/01/2021,12/31/2021
MD,Heart Attack or Chest Pain,OP_3b,Average (median) number of minutes before outpatients with chest pain or possible heart attack who needed specialized care were transferred to another hospital A lower number of minutes is better,157.00 ,26,10/01/2021,09/30/2022
MD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,156.00 ,"25, 26",10/01/2021,09/30/2022
MD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,155.00 ,"25, 26",10/01/2021,09/30/2022
MD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,155.00 ,"25, 26",10/01/2021,09/30/2022
MD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,154.00 ,"25, 26",10/01/2021,09/30/2022
MD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,154.00 ,"25, 26",10/01/2021,09/30/2022
ME,Healthcare Personnel Vaccination,HCP_COVID_19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,154.00 ,,07/01/2022,09/30/2022
ME,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,153.00 ,,10/01/2021,03/31/2022
ME,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,153.00 ,"25, 26",10/01/2021,09/30/2022
ME,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),152.00 ,"25, 26",10/01/2021,09/30/2022
ME,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),152.00 ,"25, 26",10/01/2021,09/30/2022
ME,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),152.00 ,"25, 26",10/01/2021,09/30/2022
ME,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),151.00 ,"25, 26",10/01/2021,09/30/2022
ME,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,151.00 ,25,10/01/2021,09/30/2022
ME,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),151.00 ,25,10/01/2021,09/30/2022
ME,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),151.00 ,25,10/01/2021,09/30/2022
ME,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),149.00 ,25,10/01/2021,09/30/2022
